GtecTime,UnityTime,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection
0,13-58-05.063,3,31,31,0,1,1,0,3.652283,3.359924,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.4, 4.2, -35.9)","(31.4, 4.9, -35.1)","(-32.1, 3.6, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.077,3,31,31,0,1,1,0,3.660873,3.367111,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.6, 4.2, -35.9)","(31.4, 4.9, -35.1)","(-32.1, 3.6, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.091,3,31,31,0,1,1,0,3.671097,3.367126,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.7, 4.2, -35.9)","(31.5, 4.9, -35.1)","(-32.1, 3.6, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.106,3,31,31,0,1,1,0,3.691025,3.37001,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.3, 4.2, -35.9)","(31.5, 4.9, -35.1)","(-32.1, 3.6, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.119,3,31,31,0,1,1,0,3.706482,3.378479,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.6, 4.2, -35.9)","(31.5, 4.9, -35.1)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.133,3,31,31,0,1,1,0,3.707367,3.382584,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-7.0, 4.2, -35.9)","(31.5, 4.9, -35.1)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.145,3,31,31,0,1,1,0,3.708801,3.382904,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-7.9, 4.2, -35.9)","(31.5, 5.0, -35.1)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.159,3,31,31,0,1,1,0,3.727219,3.388916,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-7.9, 4.2, -35.9)","(31.5, 5.0, -35.2)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.172,3,31,31,0,1,1,0,3.749115,3.387039,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-7.6, 4.2, -35.9)","(31.4, 5.0, -35.2)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.185,3,31,31,0,1,1,0,3.759186,3.388626,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.7, 4.2, -35.9)","(31.4, 5.0, -35.2)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.198,3,31,31,0,1,1,0,3.762283,3.391205,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.0, 4.2, -35.9)","(31.4, 5.0, -35.2)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.213,3,31,31,0,1,1,0,3.762787,3.397095,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-5.4, 4.2, -35.9)","(31.4, 5.0, -35.2)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.227,3,31,31,0,1,1,0,3.782684,3.396652,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-5.6, 4.2, -35.9)","(31.4, 5.0, -35.1)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.240,3,31,31,0,1,1,0,3.78978,3.396576,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-5.8, 4.2, -35.9)","(31.4, 5.0, -35.1)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.253,3,31,31,0,1,1,0,3.789673,3.39798,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.1, 4.2, -35.9)","(31.4, 5.0, -35.1)","(-32.1, 3.7, -36.4)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.266,3,31,31,0,1,1,0,3.782776,3.405273,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.1, 4.2, -35.9)","(31.4, 5.0, -35.1)","(-32.1, 3.7, -36.5)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.280,3,31,31,0,1,1,0,3.77977,3.398178,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-2.9, 4.2, -35.8)","(31.5, 4.9, -35.1)","(-32.1, 3.6, -36.3)","(0.1, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.1, 1.0)"
0,13-58-05.293,3,31,31,0,1,1,0,3.787796,3.378571,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-13.4, 4.0, -36.1)","(31.7, 4.8, -34.9)","(-31.8, 3.7, -36.6)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.306,3,31,31,0,1,1,0,3.758133,3.291397,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-22.9, 3.8, -36.4)","(31.7, 5.0, -35.7)","(-31.7, 3.6, -36.5)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.319,3,31,31,0,1,1,0,3.740631,3.350525,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-31.5, 3.7, -36.8)","(31.8, 5.0, -35.8)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.333,3,31,31,0,1,1,0,3.722824,3.346588,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-31.6, 3.7, -36.8)","(31.8, 5.0, -35.8)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.347,3,31,31,0,1,1,0,3.728531,3.346542,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-31.6, 3.7, -36.8)","(31.8, 5.0, -35.8)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.359,3,31,31,0,1,1,0,3.721313,3.350021,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-31.6, 3.7, -36.8)","(31.8, 5.0, -35.8)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.372,3,31,31,0,1,1,0,3.7211,3.342209,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-28.9, 3.8, -36.7)","(31.8, 5.0, -35.8)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.385,3,31,31,0,1,1,0,3.717087,3.342026,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-7.7, 4.2, -36.4)","(31.8, 5.0, -35.8)","(-31.7, 3.7, -36.8)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.398,3,31,31,0,1,1,0,3.719131,3.338104,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.1, 4.2, -36.4)","(31.8, 5.0, -35.8)","(-31.7, 3.7, -36.8)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.411,3,31,31,0,1,1,0,3.725769,3.338638,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-5.8, 4.2, -36.4)","(31.8, 5.0, -35.8)","(-31.7, 3.7, -36.8)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.423,3,31,31,0,1,1,0,3.722168,3.335037,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-5.9, 4.2, -36.3)","(31.8, 5.0, -35.7)","(-31.7, 3.7, -36.8)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.436,3,31,31,0,1,1,0,3.720367,3.33519,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.8, 4.2, -36.4)","(31.8, 5.0, -35.7)","(-31.7, 3.7, -36.8)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.448,3,31,31,0,1,1,0,3.718719,3.335587,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-7.1, 4.2, -36.3)","(31.8, 5.0, -35.7)","(-31.7, 3.7, -36.7)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.463,3,31,31,0,1,1,0,3.717148,3.329483,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-7.2, 4.2, -36.3)","(31.8, 5.0, -35.7)","(-31.7, 3.7, -36.7)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.475,3,31,31,0,1,1,0,3.709106,3.329788,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-7.8, 4.2, -36.3)","(31.8, 5.0, -35.7)","(-31.7, 3.7, -36.7)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.487,3,31,31,0,1,1,0,3.702026,3.330154,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-9.6, 4.1, -36.3)","(31.8, 5.0, -35.6)","(-31.7, 3.7, -36.7)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.504,3,31,31,0,1,1,0,3.70224,3.3302,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-10.9, 4.1, -36.3)","(31.8, 5.0, -35.6)","(-31.7, 3.7, -36.7)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.515,3,31,31,0,1,1,0,3.718674,3.332047,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-11.0, 4.1, -36.3)","(31.8, 5.0, -35.6)","(-31.7, 3.7, -36.7)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.528,3,31,31,0,1,1,0,3.703506,3.328415,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-9.8, 4.1, -36.3)","(31.8, 5.0, -35.6)","(-31.7, 3.7, -36.7)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.540,3,31,31,0,1,1,0,3.704147,3.327393,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-8.4, 4.1, -36.3)","(31.8, 5.0, -35.6)","(-31.7, 3.7, -36.6)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.554,3,31,31,0,1,1,0,3.725021,3.329559,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-6.7, 4.2, -36.2)","(31.8, 5.0, -35.6)","(-31.7, 3.6, -36.6)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.567,3,31,31,0,1,1,0,3.725067,3.292114,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-5.3, 4.2, -36.2)","(31.8, 5.0, -35.6)","(-31.7, 3.6, -36.6)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.579,3,31,31,0,1,1,0,3.734787,3.291367,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-4.7, 4.2, -36.2)","(31.8, 5.0, -35.6)","(-31.7, 3.6, -36.6)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.595,3,31,31,0,1,1,0,3.756836,3.292068,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-3.4, 4.2, -36.1)","(31.8, 5.0, -35.6)","(-31.7, 3.6, -36.6)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.608,3,31,31,0,1,1,0,3.756348,3.291275,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-3.2, 4.2, -36.1)","(31.8, 5.0, -35.6)","(-31.7, 3.6, -36.6)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.621,3,31,31,0,1,1,0,3.758484,3.292068,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-5.5, 4.2, -36.2)","(31.8, 5.0, -35.6)","(-31.7, 3.6, -36.6)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.635,3,31,31,0,1,1,0,3.759048,3.292206,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-11.4, 4.1, -36.3)","(31.8, 5.0, -35.7)","(-31.7, 3.6, -36.6)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.648,3,31,31,0,1,1,0,3.769043,3.298752,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-13.3, 4.0, -36.3)","(31.8, 5.0, -35.7)","(-31.7, 3.6, -36.6)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.661,3,31,31,0,1,1,0,3.767822,3.343094,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-18.1, 3.9, -36.4)","(31.8, 5.0, -35.8)","(-31.7, 3.6, -36.6)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.675,3,31,31,0,1,1,0,3.768845,3.343262,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-18.0, 3.9, -36.4)","(31.8, 5.0, -35.8)","(-31.7, 3.6, -36.6)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.688,3,31,31,0,1,1,0,3.768326,3.355576,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-14.7, 4.0, -36.4)","(31.8, 5.0, -35.8)","(-31.7, 3.6, -36.6)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.702,3,31,31,0,1,1,0,3.767944,3.359344,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-10.2, 4.1, -36.3)","(31.8, 5.0, -35.8)","(-31.7, 3.6, -36.6)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.715,3,31,31,0,1,1,0,3.767426,3.360794,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-8.3, 4.1, -36.3)","(31.8, 5.0, -35.8)","(-31.7, 3.6, -36.6)","(0.1, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.728,3,31,31,0,1,1,0,3.756241,3.362946,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-20.6, 3.9, -36.5)","(31.8, 5.1, -36.1)","(-31.7, 3.6, -36.6)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.741,3,31,31,0,1,1,0,3.755692,3.363205,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-28.5, 3.7, -36.6)","(31.8, 5.1, -36.2)","(-31.7, 3.6, -36.6)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.754,3,31,31,0,1,1,0,3.750824,3.360413,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-31.6, 3.6, -36.7)","(31.8, 5.2, -36.4)","(-31.7, 3.6, -36.7)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.767,3,31,31,0,1,1,0,3.752136,3.363235,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-31.6, 3.7, -36.8)","(31.8, 5.1, -36.4)","(-31.7, 3.6, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.780,3,31,31,0,1,1,0,3.754578,3.367645,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-31.2, 3.7, -36.8)","(31.8, 5.1, -36.3)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.796,3,31,31,0,1,1,0,3.756775,3.365906,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-23.9, 3.8, -36.7)","(31.8, 5.1, -36.2)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.811,3,31,31,0,1,1,0,3.765701,3.376404,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-16.9, 4.0, -36.7)","(31.8, 5.1, -36.2)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.827,3,31,31,0,1,1,0,3.76561,3.381073,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-21.0, 3.9, -36.7)","(31.8, 5.1, -36.2)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.841,3,31,31,0,1,1,0,3.766327,3.387238,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-18.7, 3.9, -36.7)","(31.8, 5.1, -36.1)","(-31.7, 3.7, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.855,3,31,31,0,1,1,0,3.76828,3.37912,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-15.0, 4.0, -36.6)","(31.8, 5.0, -36.0)","(-31.7, 3.6, -36.8)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.869,3,31,31,0,1,1,0,3.79509,3.382599,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-16.0, 4.0, -36.6)","(31.8, 5.0, -36.0)","(-31.7, 3.6, -36.7)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
0,13-58-05.883,3,31,31,0,1,1,0,3.794006,3.383377,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(-13.0, 4.0, -36.5)","(31.8, 5.0, -36.0)","(-31.7, 3.6, -36.7)","(0.2, -0.1, 1.0)","(0.1, -0.1, 1.0)","(0.2, -0.1, 1.0)"
