GtecTime,UnityTimeTicks,EyeTimeStamp,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection,LeftEyeWide,RightEyeWide,LeftEyeSqeeze,RightEyeSqeeze,LeftEyeFrown,RightEyeFrown,FocusStatus,RayOriginal,RayDirection,Collider,Distance,Normal,Point,Transform.position,Transform.rotation,Camera.position,Camera.rotation
0,637596212419735971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596212419795812,3288881,3,31,31,0,0.9327788,0.5417266,0,2.091537,2.198029,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(0.6, 14.6, -67.5)","(30.8, 15.3, -67.7)","(-29.7, 13.9, -67.4)","(0.2, -0.3, 0.9)","(0.1, -0.3, 0.9)","(0.2, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596212419875596,3288890,3,31,31,0,0.9327788,0.5417266,0,2.087646,2.213806,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(0.6, 14.6, -67.5)","(30.8, 15.3, -67.7)","(-29.7, 13.9, -67.4)","(0.2, -0.3, 0.9)","(0.1, -0.3, 0.9)","(0.2, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596212419955389,3288898,3,31,31,0,0.9320648,0.5564792,0,2.091461,2.213898,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(0.6, 14.6, -67.5)","(30.8, 15.3, -67.7)","(-29.7, 13.9, -67.4)","(0.2, -0.3, 0.9)","(0.1, -0.3, 0.9)","(0.2, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596212419955389,3288898,3,31,31,0,0.9320648,0.5564792,0,2.091461,2.213898,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(0.6, 14.6, -67.5)","(30.8, 15.3, -67.7)","(-29.7, 13.9, -67.4)","(0.2, -0.3, 0.9)","(0.1, -0.3, 0.9)","(0.2, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637596212420045146,3288906,3,31,31,0,0.9320648,0.5564792,0,2.087433,2.223618,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(0.6, 14.6, -67.5)","(30.8, 15.3, -67.7)","(-29.7, 13.9, -67.4)","(0.2, -0.3, 0.9)","(0.1, -0.3, 0.9)","(0.2, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637596212420134931,3288915,3,31,31,0,0.9422296,0.5627259,0,2.087341,2.223511,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(0.6, 14.6, -67.5)","(30.8, 15.3, -67.7)","(-29.7, 13.9, -67.4)","(0.2, -0.3, 0.9)","(0.1, -0.3, 0.9)","(0.2, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637596212420134931,3288915,3,31,31,0,0.9422296,0.5627259,0,2.087341,2.223511,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(0.6, 14.6, -67.5)","(30.8, 15.3, -67.7)","(-29.7, 13.9, -67.4)","(0.2, -0.3, 0.9)","(0.1, -0.3, 0.9)","(0.2, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637596212420304482,3288923,3,31,31,0,0.9391541,0.5512592,0,2.087219,2.223434,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(0.6, 14.6, -67.5)","(30.8, 15.3, -67.7)","(-29.7, 13.9, -67.4)","(0.2, -0.3, 0.9)","(0.1, -0.3, 0.9)","(0.2, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637596212420533837,3288931,3,31,31,0,0.9437901,0.5659294,0,2.069183,2.22348,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.5)","(0.6, 14.6, -67.5)","(30.8, 15.3, -67.7)","(-29.7, 13.9, -67.4)","(0.2, -0.3, 0.9)","(0.1, -0.3, 0.9)","(0.2, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.1)","(0.1, -0.1, 0.0, 1.0)"
