GtecTime,UnityTimeTicks,EyeTimeStamp,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection,LeftEyeWide,RightEyeWide,LeftEyeSqeeze,RightEyeSqeeze,LeftEyeFrown,RightEyeFrown,FocusStatus,GazeIndex,RayOriginal,RayDirection,Collider,Distance,Normal,Point,Transform.position,Transform.rotation,Camera.position,Camera.rotation
0,637598800525716043,108161,3,31,31,0,0.8999981,0.8168116,0,2.051788,2.010178,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.3, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.0, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0
0,637598800525795830,108169,3,31,31,0,0.8999981,0.8168116,0,2.056686,2.015427,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.3, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.0, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0
0,637598800525885585,108178,3,31,31,0,0.9005983,0.8521556,0,2.056915,2.029373,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.3, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.0, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0
0,637598800525965372,108186,3,31,31,0,0.9005983,0.8521556,0,2.056931,2.015244,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.3, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.0, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, -0.1, 1.0)"
0,637598800526055129,108194,3,31,31,0,0.8978386,0.8384433,0,2.056915,2.015518,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.0, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, -0.1, 1.0)"
0,637598800526134933,108203,3,31,31,0,0.8978386,0.8384433,0,2.057983,2.035416,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, -0.1, 1.0)"
0,637598800526214706,108211,3,31,31,0,0.9126064,0.9022533,0,2.061066,2.035355,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800526304473,108219,3,31,31,0,0.9126064,0.9022533,0,2.061432,2.035629,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800526384254,108228,3,31,31,0,0.9006599,0.8565144,0,2.057266,2.01651,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800526464069,108236,3,31,31,0,0.9006599,0.8565144,0,2.057281,2.016647,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800526554077,108244,3,31,31,0,0.9003022,0.8360118,0,2.053604,2.033966,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800526633589,108253,3,31,31,0,0.9009904,0.8370491,0,2.053711,2.03363,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800526713368,108261,3,31,31,0,0.8912575,0.8018348,0,2.057388,2.035828,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800526803148,108269,3,31,31,0,0.8912575,0.8018348,0,2.053635,2.037094,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800526883282,108278,3,31,31,0,0.8906224,0.8241847,0,2.053528,2.045639,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800526962721,108286,3,31,31,0,0.8906224,0.8241847,0,2.050934,2.045609,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
0,637598800527052469,108294,3,31,31,0,0.8977455,0.8214714,0,2.051117,2.055511,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 12.4, -68.7)","(33.1, 12.6, -68.5)","(-29.4, 12.1, -69.0)","(0.1, -0.3, 0.9)","(0.0, -0.3, 0.9)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,"(-0.1, 7.2, -8.1)","(0.1, -0.1, 0.0, 1.0)"
