GtecTime,UnityTimeTicks,EyeTimeStamp,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection,LeftEyeWide,RightEyeWide,LeftEyeSqeeze,RightEyeSqeeze,LeftEyeFrown,RightEyeFrown,FocusStatus,RayOriginal,RayDirection,Collider,Distance,Normal,Point,Transform.position,Transform.rotation,Camera.position,Camera.rotation
0,637596240666465849,1818590,3,31,31,0,0.9863257,0.6424997,0,1.771347,1.966141,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.7, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596240666545566,1818598,3,31,31,0,0.9863257,0.6424997,0,1.77121,1.96666,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596240666685215,1818607,3,31,31,0,0.9890994,0.6293443,0,1.775681,1.970459,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240666824890,1818615,3,31,31,0,0.9974266,0.6261699,0,1.775772,1.974045,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240666864714,1818623,3,31,31,0,0.9974266,0.6261699,0,1.775772,1.987106,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240666914601,1818632,3,31,31,0,0.9754012,0.6429598,0,1.775742,1.989471,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240667064207,1818640,3,31,31,0,0.9754012,0.6429598,0,1.771393,1.98999,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240667193834,1818648,3,31,31,0,0.9816763,0.6229314,0,1.775772,1.991058,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240667263697,1818657,3,31,31,0,0.9870406,0.6164104,0,1.775955,1.990982,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240667433217,1818665,3,31,31,0,0.9843062,0.6405793,0,1.775604,1.992859,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240667532927,1818673,3,31,31,0,0.9845974,0.6443461,0,1.775558,1.992783,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240667602782,1818682,3,31,31,0,0.9736245,0.6288064,0,1.775589,1.992783,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240667742391,1818690,3,31,31,0,0.9785319,0.6535156,0,1.78949,1.992889,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240668041566,1818698,3,31,31,0,0.9819795,0.6438939,0,1.797791,1.992798,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240668101409,1818707,3,31,31,0,0.980661,0.632867,0,1.789551,1.992798,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240668151270,1818715,3,31,31,0,0.980661,0.632867,0,1.78952,1.992798,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
0,637596240668191161,1818723,3,31,31,0,0.980661,0.632867,0,1.787628,1.992722,"(0.0, 0.0)","(0.5, 0.5)","(0.4, 0.6)","(1.8, 14.8, -72.8)","(33.1, 16.6, -78.1)","(-29.5, 12.9, -67.5)","(0.0, -0.3, 1.0)","(0.0, -0.3, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.0)","(0.1, -0.2, 0.0, 1.0)"
