GtecTime,UnityTimeTicks,EyeTimeStamp,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection,LeftEyeWide,RightEyeWide,LeftEyeSqeeze,RightEyeSqeeze,LeftEyeFrown,RightEyeFrown,FocusStatus,RayOriginal,RayDirection,Collider,Distance,Normal,Point,Transform.position,Transform.rotation,Camera.position,Camera.rotation
0,637596271122931760,569269,0,25,25,0,0.8197005,0.6623453,0,-1,-1,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(-1.0, -1.0, -1.0)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.2)","(-1.0, -1.0, -1.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596271123081339,569278,3,31,31,0,0.8804715,0.7104055,0,2.413544,2.171875,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(33.3, 6.9, -58.3)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.2)","(0.0, -0.2, 1.0)","(0.0, -0.2, 1.0)","(0.1, -0.2, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596271123101282,569286,3,31,31,0,0.8804715,0.7104055,0,2.447418,2.143692,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(33.3, 6.9, -58.3)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.3)","(0.0, -0.2, 1.0)","(0.0, -0.2, 1.0)","(0.1, -0.2, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.3)","(0.1, -0.2, 0.0, 1.0)"
0,637596271123181161,569294,3,31,31,0,0.8804715,0.7104055,0,2.426239,2.094711,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(33.3, 6.9, -58.3)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.3)","(0.0, -0.2, 1.0)","(0.0, -0.2, 1.0)","(0.1, -0.2, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.3)","(0.1, -0.2, 0.0, 1.0)"
0,637596271123260876,569303,3,31,31,0,0.924165,0.7552472,0,2.32193,2.125885,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(33.3, 6.9, -58.3)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.3)","(0.0, -0.2, 1.0)","(0.0, -0.2, 1.0)","(0.1, -0.2, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.3)","(0.1, -0.2, 0.0, 1.0)"
0,637596271123350628,569311,3,31,31,0,0.924165,0.7552472,0,2.3508,2.137329,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(33.3, 6.9, -58.3)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.3)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.2, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.3)","(0.1, -0.2, 0.0, 1.0)"
0,637596271123430417,569319,3,31,31,0,0.9441583,0.7783283,0,2.397263,2.19072,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(33.3, 6.9, -58.3)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.3)","(0.0, -0.2, 1.0)","(0.0, -0.2, 1.0)","(0.1, -0.1, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.3)","(0.1, -0.2, 0.0, 1.0)"
0,637596271123510242,569328,3,31,31,0,0.9441583,0.7783283,0,2.483795,2.149689,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(33.3, 6.9, -58.3)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.3)","(0.0, -0.2, 1.0)","(0.0, -0.2, 1.0)","(0.1, -0.2, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.3)","(0.1, -0.2, 0.0, 1.0)"
0,637596271123599978,569336,3,31,31,0,0.9751656,0.8157045,0,2.520096,2.161835,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(33.3, 6.9, -58.3)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.3)","(0.0, -0.2, 1.0)","(0.0, -0.2, 1.0)","(0.1, -0.2, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.3)","(0.1, -0.2, 0.0, 1.0)"
0,637596271123739572,569344,3,31,31,0,0.9796466,0.8289329,0,2.37204,2.17218,"(0.0, 0.0)","(0.5, 0.7)","(0.4, 0.6)","(33.3, 6.9, -58.3)","(33.3, 6.9, -58.3)","(-29.7, 10.7, -66.3)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.1, -0.2, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -8.3)","(0.1, -0.2, 0.0, 1.0)"
