GtecTime,TimeTicks,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection,LeftEyeWide,RightEyeWide,LeftEyeSqeeze,RightEyeSqeeze,LeftEyeFrown,RightEyeFrown,FocusStatus,RayOriginal,RayDirection,Collider,Distance,Normal,Point,Transform.position,Transform.rotation,Camera.position,Camera.rotation
0,637596189184603918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596189184603918,3,31,31,0,0.9429696,0.8453845,0,1.812851,1.836655,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189184633839,965243
0,637596189184603918,3,31,31,0,0.9438692,0.8475747,0,1.812851,1.836655,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189184713640,965251
0,637596189184603918,3,31,31,0,0.9398031,0.8546455,0,1.812851,1.819839,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189184793425,965260
0,637596189184603918,3,31,31,0,0.9398031,0.8546455,0,1.805603,1.819977,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189184883176,965268
0,637596189184603918,3,31,31,0,0.9454814,0.8511619,0,1.797821,1.817352,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189184962971,965276
0,637596189184603918,3,31,31,0,0.9454814,0.8511619,0,1.797989,1.815094,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189185052731,965285
0,637596189184603918,3,31,31,0,0.936876,0.8353204,0,1.805344,1.806076,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189185132520,965293
0,637596189184603918,3,31,31,0,0.936876,0.8353204,0,1.805298,1.803497,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189185212302,965301
0,637596189184603918,3,31,31,0,0.9434531,0.8368189,0,1.805313,1.803528,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189185302067,965310
0,637596189184603918,3,31,31,0,0.9434531,0.8368189,0,1.797501,1.799591,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189185381848,965318
0,637596189184603918,3,31,31,0,0.9533655,0.8529031,0,1.796967,1.799377,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189185461623,965326
0,637596189184603918,3,31,31,0,0.9533655,0.8529031,0,1.796906,1.79689,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.6)","(0.0, 16.1, -77.0)","(31.5, 16.9, -77.2)","(-31.4, 15.3, -76.7)","(0.1, -0.3, 0.9)","(0.0, -0.3, 1.0)","(0.1, -0.3, 0.9)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,637596189185541418,965335
