GtecTime,UnityTimeTicks,EyeTimeStamp,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection,LeftEyeWide,RightEyeWide,LeftEyeSqeeze,RightEyeSqeeze,LeftEyeFrown,RightEyeFrown,FocusStatus,RayOriginal,RayDirection,Collider,Distance,Normal,Point,Transform.position,Transform.rotation,Camera.position,Camera.rotation
0,637596250067956113,2758739,3,31,31,0,0.9956868,0.9032734,0,2.293472,2.273331,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.6, -60.8)","(-29.5, 11.3, -63.7)","(0.1, -0.2, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
0,637596250068045867,2758748,3,31,31,0,0.9918014,0.9154651,0,2.288895,2.274933,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.6, -60.8)","(-29.5, 11.3, -63.7)","(0.1, -0.2, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.0, -8.2)","(0.1, -0.1, 0.0, 1.0)"
0,637596250068125658,2758756,3,31,31,0,0.9918014,0.9154651,0,2.33519,2.2789,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.6, -60.8)","(-29.5, 11.3, -63.7)","(0.1, -0.3, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.0, -8.2)","(0.1, -0.1, 0.0, 1.0)"
0,637596250068205451,2758764,3,31,31,0,0.9951414,0.9078256,0,2.278183,2.28302,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.5, -60.8)","(-29.5, 11.3, -63.7)","(0.1, -0.2, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.0, -8.2)","(0.1, -0.1, 0.0, 1.0)"
0,637596250068295207,2758773,3,31,31,0,0.995239,0.9089367,0,2.317139,2.288071,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.5, -60.8)","(-29.5, 11.3, -63.7)","(0.1, -0.2, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.0, -8.2)","(0.1, -0.1, 0.0, 1.0)"
0,637596250068374994,2758781,3,31,31,0,1,1,0,2.288376,2.2798,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.5, -60.8)","(-29.5, 11.3, -63.7)","(0.1, -0.2, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0.07192139,0.07192139,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.0, -8.2)","(0.1, -0.1, 0.0, 1.0)"
0,637596250068454781,2758789,3,31,31,0,1,1,0,2.289505,2.279984,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.5, -60.8)","(-29.5, 11.3, -63.7)","(0.1, -0.2, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0.0442197,0.0442197,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.0, -8.2)","(0.1, -0.1, 0.0, 1.0)"
0,637596250068544545,2758798,3,31,31,0,1,1,0,2.297607,2.280014,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.5, -60.9)","(-29.5, 11.3, -63.7)","(0.1, -0.2, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0.04502015,0.04502015,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.0, -8.2)","(0.1, -0.1, 0.0, 1.0)"
0,637596250068624314,2758806,3,31,31,0,1,1,0,2.289536,2.27977,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.5, -60.9)","(-29.5, 11.3, -63.7)","(0.1, -0.2, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0.04544973,0.04544973,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.0, -8.2)","(0.1, -0.1, 0.0, 1.0)"
0,637596250068704102,2758814,3,31,31,0,0.9969082,0.9198976,0,2.297501,2.279755,"(0.0, 0.0)","(0.5, 0.6)","(0.4, 0.6)","(1.9, 10.9, -62.3)","(33.3, 10.5, -60.8)","(-29.5, 11.3, -63.7)","(0.1, -0.2, 1.0)","(0.1, -0.2, 1.0)","(0.1, -0.3, 1.0)",0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.0, -8.2)","(0.1, -0.1, 0.0, 1.0)"
