GtecTime,UnityTime,LeftEyeOpenness,RightEyeOpenness
0,13-58-13.153,1,1
0,13-58-13.163,1,1
0,13-58-13.172,1,1
0,13-58-13.182,1,1
0,13-58-13.191,1,1
0,13-58-13.201,1,1
0,13-58-13.211,1,1
0,13-58-13.220,1,1
0,13-58-13.230,1,1
0,13-58-13.239,1,1
0,13-58-13.249,1,1
0,13-58-13.258,1,1
0,13-58-13.268,1,1
0,13-58-13.278,1,1
0,13-58-13.287,1,1
0,13-58-13.297,1,1
0,13-58-13.307,1,1
0,13-58-13.315,1,1
0,13-58-13.326,1,1
0,13-58-13.334,1,1
0,13-58-13.344,1,1
0,13-58-13.353,1,1
0,13-58-13.363,1,1
0,13-58-13.372,1,1
0,13-58-13.383,1,1
0,13-58-13.393,1,1
0,13-58-13.404,1,1
0,13-58-13.414,1,1
0,13-58-13.423,1,1
0,13-58-13.434,1,1
0,13-58-13.444,1,1
0,13-58-13.454,1,1
0,13-58-13.464,1,1
0,13-58-13.473,1,1
0,13-58-13.483,1,1
0,13-58-13.494,1,1
0,13-58-13.504,1,1
0,13-58-13.514,1,1
0,13-58-13.525,1,1
0,13-58-13.534,1,1
0,13-58-13.545,1,1
0,13-58-13.554,1,1
0,13-58-13.564,1,1
0,13-58-13.572,1,1
0,13-58-13.583,1,1
0,13-58-13.593,1,1
0,13-58-13.603,1,1
0,13-58-13.613,1,1
0,13-58-13.623,1,1
0,13-58-13.633,1,1
0,13-58-13.643,1,1
0,13-58-13.652,1,1
0,13-58-13.663,1,1
0,13-58-13.673,1,1
0,13-58-13.684,1,1
0,13-58-13.695,1,1
0,13-58-13.705,1,1
0,13-58-13.715,1,1
0,13-58-13.738,1,1
0,13-58-13.752,1,1
0,13-58-13.763,1,1
0,13-58-13.774,1,1
0,13-58-13.786,1,1
0,13-58-13.797,1,1
0,13-58-13.808,1,1
0,13-58-13.819,1,1
0,13-58-13.832,1,1
0,13-58-13.842,1,1
0,13-58-13.853,1,1
0,13-58-13.865,1,1
0,13-58-13.876,1,1
0,13-58-13.886,1,1
0,13-58-13.899,1,1
0,13-58-13.909,1,1
0,13-58-13.921,1,1
0,13-58-13.933,1,1
0,13-58-13.945,1,1
0,13-58-13.954,1,1
0,13-58-13.965,1,1
0,13-58-13.976,1,1
0,13-58-13.988,1,1
0,13-58-13.999,1,1
0,13-58-14.010,1,1
0,13-58-14.021,1,1
0,13-58-14.032,1,1
0,13-58-14.049,1,1
0,13-58-14.060,1,1
0,13-58-14.071,1,1
0,13-58-14.083,1,1
0,13-58-14.094,1,1
0,13-58-14.105,1,1
0,13-58-14.116,1,1
0,13-58-14.128,1,1
0,13-58-14.138,1,1
0,13-58-14.150,1,1
0,13-58-14.165,1,1
0,13-58-14.176,1,1
0,13-58-14.186,1,1
0,13-58-14.198,1,1
0,13-58-14.208,1,1
0,13-58-14.219,1,1
0,13-58-14.231,1,1
0,13-58-14.242,1,1
0,13-58-14.253,1,1
0,13-58-14.264,1,1
0,13-58-14.274,1,1
0,13-58-14.285,1,1
0,13-58-14.296,1,1
0,13-58-14.307,1,1
0,13-58-14.318,1,1
0,13-58-14.328,1,1
0,13-58-14.338,1,1
0,13-58-14.349,1,1
0,13-58-14.360,1,1
0,13-58-14.371,1,1
0,13-58-14.384,1,1
0,13-58-14.396,1,1
0,13-58-14.407,1,1
0,13-58-14.418,1,1
0,13-58-14.430,1,1
0,13-58-14.442,1,1
0,13-58-14.453,1,1
0,13-58-14.465,1,1
0,13-58-14.476,1,1
0,13-58-14.487,1,1
0,13-58-14.499,1,1
0,13-58-14.511,1,1
0,13-58-14.522,1,1
0,13-58-14.534,1,1
0,13-58-14.546,1,1
0,13-58-14.557,1,1
0,13-58-14.569,1,1
0,13-58-14.581,1,1
0,13-58-14.591,1,1
0,13-58-14.603,1,1
0,13-58-14.614,1,1
0,13-58-14.625,1,1
0,13-58-14.635,1,1
0,13-58-14.646,1,1
0,13-58-14.656,1,1
0,13-58-14.667,1,1
0,13-58-14.677,1,1
0,13-58-14.687,1,1
0,13-58-14.697,1,1
0,13-58-14.708,1,1
0,13-58-14.722,1,1
0,13-58-14.733,1,1
0,13-58-14.744,1,1
0,13-58-14.754,1,1
0,13-58-14.765,1,1
0,13-58-14.775,1,1
0,13-58-14.786,1,1
0,13-58-14.797,1,1
0,13-58-14.807,1,1
0,13-58-14.817,1,1
0,13-58-14.828,1,1
0,13-58-14.837,1,1
0,13-58-14.848,1,1
0,13-58-14.864,1,1
0,13-58-14.874,1,1
0,13-58-14.884,1,1
0,13-58-14.895,1,1
0,13-58-14.905,1,1
0,13-58-14.915,1,1
0,13-58-14.925,1,1
0,13-58-14.935,1,1
0,13-58-14.946,1,1
0,13-58-14.956,1,1
0,13-58-14.967,1,1
0,13-58-14.977,1,1
0,13-58-14.987,1,1
0,13-58-14.997,1,1
0,13-58-15.007,1,1
0,13-58-15.018,1,1
0,13-58-15.028,1,1
0,13-58-15.038,1,1
0,13-58-15.048,1,1
0,13-58-15.058,1,1
0,13-58-15.068,1,1
0,13-58-15.078,1,1
0,13-58-15.088,1,1
0,13-58-15.099,1,1
0,13-58-15.109,1,1
0,13-58-15.119,1,1
0,13-58-15.129,1,1
0,13-58-15.139,1,1
0,13-58-15.150,1,1
0,13-58-15.161,1,1
0,13-58-15.171,1,1
0,13-58-15.181,1,1
0,13-58-15.191,1,1
0,13-58-15.201,1,1
0,13-58-15.212,1,1
0,13-58-15.222,1,1
0,13-58-15.232,1,1
0,13-58-15.243,1,1
0,13-58-15.253,1,1
0,13-58-15.264,1,1
0,13-58-15.274,1,1
0,13-58-15.284,1,1
0,13-58-15.294,1,1
0,13-58-15.304,1,1
0,13-58-15.315,1,1
0,13-58-15.324,1,1
0,13-58-15.334,1,1
0,13-58-15.345,1,1
0,13-58-15.354,1,1
0,13-58-15.366,1,1
0,13-58-15.375,1,1
0,13-58-15.386,1,1
0,13-58-15.396,1,1
0,13-58-15.404,1,1
0,13-58-15.415,1,1
0,13-58-15.425,1,1
0,13-58-15.435,1,1
0,13-58-15.446,1,1
0,13-58-15.456,1,1
0,13-58-15.466,1,1
0,13-58-15.476,1,1
0,13-58-15.487,1,1
0,13-58-15.497,1,1
0,13-58-15.508,1,1
0,13-58-15.518,1,1
0,13-58-15.528,1,1
0,13-58-15.538,1,1
0,13-58-15.549,1,1
0,13-58-15.558,1,1
0,13-58-15.569,1,1
0,13-58-15.579,1,1
0,13-58-15.589,1,1
0,13-58-15.600,1,1
0,13-58-15.612,1,1
0,13-58-15.623,1,1
0,13-58-15.634,1,1
0,13-58-15.645,1,1
0,13-58-15.656,1,1
0,13-58-15.667,1,1
0,13-58-15.680,1,1
0,13-58-15.701,1,1
0,13-58-15.714,1,1
0,13-58-15.725,1,1
0,13-58-15.737,1,1
0,13-58-15.748,1,1
0,13-58-15.760,1,1
0,13-58-15.772,1,1
0,13-58-15.784,1,1
0,13-58-15.796,1,1
0,13-58-15.807,1,1
0,13-58-15.818,1,1
0,13-58-15.830,1,1
0,13-58-15.840,1,1
0,13-58-15.852,1,1
0,13-58-15.863,1,1
0,13-58-15.874,1,1
0,13-58-15.885,1,1
0,13-58-15.897,1,1
0,13-58-15.908,1,1
0,13-58-15.919,1,1
0,13-58-15.931,1,1
0,13-58-15.941,1,1
0,13-58-15.952,1,1
0,13-58-15.964,1,1
0,13-58-15.975,1,1
0,13-58-15.987,1,1
0,13-58-15.997,1,1
0,13-58-16.007,1,1
0,13-58-16.017,1,1
0,13-58-16.027,1,1
0,13-58-16.036,1,1
0,13-58-16.047,1,1
0,13-58-16.056,1,1
0,13-58-16.066,1,1
0,13-58-16.075,1,1
0,13-58-16.085,1,1
0,13-58-16.095,1,1
0,13-58-16.105,1,1
0,13-58-16.115,1,1
0,13-58-16.124,1,1
0,13-58-16.134,1,1
0,13-58-16.145,1,1
0,13-58-16.154,1,1
0,13-58-16.171,1,1
0,13-58-16.181,1,1
0,13-58-16.191,1,1
0,13-58-16.201,1,1
0,13-58-16.211,1,1
0,13-58-16.220,1,1
0,13-58-16.231,1,1
0,13-58-16.240,1,1
0,13-58-16.250,1,1
0,13-58-16.265,1,1
0,13-58-16.275,1,1
0,13-58-16.286,1,1
0,13-58-16.296,1,1
0,13-58-16.305,1,1
0,13-58-16.315,1,1
0,13-58-16.324,1,1
0,13-58-16.335,1,1
0,13-58-16.345,1,1
0,13-58-16.355,1,1
0,13-58-16.366,1,1
0,13-58-16.376,1,1
0,13-58-16.386,1,1
0,13-58-16.396,1,1
0,13-58-16.406,1,1
0,13-58-16.418,1,1
0,13-58-16.429,1,1
0,13-58-16.438,1,1
0,13-58-16.449,1,1
0,13-58-16.458,1,1
0,13-58-16.468,1,1
0,13-58-16.478,1,1
0,13-58-16.488,1,1
0,13-58-16.499,1,1
0,13-58-16.511,1,1
0,13-58-16.522,1,1
0,13-58-16.532,1,1
0,13-58-16.542,1,1
0,13-58-16.553,1,1
0,13-58-16.562,1,1
0,13-58-16.572,1,1
0,13-58-16.582,1,1
0,13-58-16.591,1,1
0,13-58-16.602,1,1
0,13-58-16.612,1,1
0,13-58-16.622,1,1
0,13-58-16.632,1,1
0,13-58-16.641,1,1
0,13-58-16.651,1,1
0,13-58-16.661,1,1
0,13-58-16.670,1,1
0,13-58-16.680,1,1
0,13-58-16.689,1,1
0,13-58-16.699,1,1
