GtecTime,UnityTime,LeftEyeOpenness,RightEyeOpenness
0,13-59-05.280,1,1
0,13-59-10.291,1,1
0,13-59-10.304,1,1
0,13-59-10.312,1,1
0,13-59-10.321,1,1
0,13-59-10.329,1,1
0,13-59-10.340,1,1
0,13-59-10.350,1,1
0,13-59-10.361,1,1
0,13-59-10.382,1,1
0,13-59-10.394,1,1
0,13-59-10.405,1,1
0,13-59-10.415,1,1
0,13-59-10.424,1,1
0,13-59-10.434,1,1
0,13-59-10.443,1,1
0,13-59-10.453,1,1
0,13-59-10.462,1,1
0,13-59-10.472,1,1
0,13-59-10.481,1,1
0,13-59-10.491,1,1
0,13-59-10.501,1,1
0,13-59-10.511,1,1
0,13-59-10.521,1,1
0,13-59-10.531,1,1
0,13-59-10.541,1,1
0,13-59-10.551,1,1
0,13-59-10.560,1,1
0,13-59-10.570,1,1
0,13-59-10.579,1,1
0,13-59-10.590,1,1
0,13-59-10.600,1,1
0,13-59-10.609,1,1
0,13-59-10.619,1,1
0,13-59-10.628,1,1
0,13-59-10.638,1,1
0,13-59-10.649,1,1
0,13-59-10.657,1,1
0,13-59-10.669,1,1
0,13-59-10.678,1,1
0,13-59-10.689,1,1
0,13-59-10.699,1,1
0,13-59-10.709,1,1
0,13-59-10.718,1,1
0,13-59-10.727,1,1
0,13-59-10.738,1,1
0,13-59-10.747,1,1
0,13-59-10.758,1,1
0,13-59-10.767,1,1
0,13-59-10.776,1,1
0,13-59-10.786,1,1
0,13-59-10.795,1,1
0,13-59-10.805,1,1
0,13-59-10.814,1,1
0,13-59-10.823,1,1
0,13-59-10.833,1,1
0,13-59-10.843,1,1
0,13-59-10.852,1,1
0,13-59-10.860,1,1
0,13-59-10.870,1,1
0,13-59-10.879,1,1
0,13-59-10.889,1,1
0,13-59-10.899,1,1
0,13-59-10.909,1,1
0,13-59-10.919,1,1
0,13-59-10.928,1,1
0,13-59-10.939,1,1
0,13-59-10.950,1,1
0,13-59-10.960,1,1
0,13-59-10.970,1,1
0,13-59-10.980,1,1
0,13-59-10.991,1,1
0,13-59-11.001,1,1
0,13-59-11.011,1,1
0,13-59-11.022,1,1
0,13-59-11.032,1,1
0,13-59-11.042,1,1
0,13-59-11.052,1,1
0,13-59-11.062,1,1
0,13-59-11.072,1,1
0,13-59-11.083,1,1
0,13-59-11.093,1,1
