GtecTime,UnityTime,LeftEyeOpenness,RightEyeOpenness
0,14-00-00.013,1,1
0,14-00-05.250,1,1
0,14-00-05.262,1,1
0,14-00-05.271,1,1
0,14-00-05.280,1,1
0,14-00-05.290,1,1
0,14-00-05.299,1,1
0,14-00-05.309,1,1
0,14-00-05.318,1,1
0,14-00-05.336,1,1
0,14-00-05.350,1,1
0,14-00-05.360,1,1
0,14-00-05.371,1,1
0,14-00-05.382,1,1
0,14-00-05.392,1,1
0,14-00-05.401,1,1
0,14-00-05.411,1,1
0,14-00-05.421,1,1
0,14-00-05.431,1,1
0,14-00-05.440,1,1
0,14-00-05.449,1,1
0,14-00-05.460,1,1
0,14-00-05.470,1,1
0,14-00-05.479,1,1
0,14-00-05.490,1,1
0,14-00-05.499,1,1
0,14-00-05.509,1,1
0,14-00-05.517,1,1
0,14-00-05.528,1,1
0,14-00-05.538,1,1
0,14-00-05.547,1,1
0,14-00-05.558,1,1
0,14-00-05.567,1,1
0,14-00-05.576,1,1
0,14-00-05.587,1,1
0,14-00-05.596,1,1
0,14-00-05.605,1,1
0,14-00-05.615,1,1
0,14-00-05.625,1,1
0,14-00-05.634,1,1
0,14-00-05.643,1,1
0,14-00-05.653,1,1
0,14-00-05.662,1,1
0,14-00-05.672,1,1
0,14-00-05.681,1,1
0,14-00-05.691,1,1
0,14-00-05.700,1,1
0,14-00-05.710,1,1
0,14-00-05.719,1,1
0,14-00-05.729,1,1
0,14-00-05.739,1,1
0,14-00-05.748,1,1
0,14-00-05.758,1,1
0,14-00-05.767,1,1
0,14-00-05.777,1,1
0,14-00-05.786,1,1
0,14-00-05.795,1,1
0,14-00-05.805,1,1
0,14-00-05.814,1,1
0,14-00-05.823,1,1
0,14-00-05.831,1,1
0,14-00-05.841,1,1
0,14-00-05.851,1,1
0,14-00-05.861,1,1
0,14-00-05.871,1,1
0,14-00-05.881,1,1
0,14-00-05.891,1,1
0,14-00-05.903,1,1
0,14-00-05.912,1,1
0,14-00-05.923,1,1
0,14-00-05.932,1,1
0,14-00-05.942,1,1
0,14-00-05.952,1,1
0,14-00-05.966,1,1
0,14-00-05.976,1,1
0,14-00-05.987,1,1
0,14-00-05.996,1,1
0,14-00-06.007,1,1
0,14-00-06.017,1,1
0,14-00-06.027,1,1
0,14-00-06.037,1,1
0,14-00-06.048,1,1
0,14-00-06.058,1,1
0,14-00-06.069,1,1
0,14-00-06.078,1,1
0,14-00-06.088,1,1
0,14-00-06.098,1,1
0,14-00-06.108,1,1
0,14-00-06.118,1,1
0,14-00-06.129,1,1
0,14-00-06.145,1,1
0,14-00-06.156,1,1
0,14-00-06.167,1,1
0,14-00-06.178,1,1
0,14-00-06.188,1,1
0,14-00-06.198,1,1
0,14-00-06.208,1,1
0,14-00-06.219,1,1
0,14-00-06.229,1,1
0,14-00-06.240,1,1
0,14-00-06.250,1,1
0,14-00-06.264,1,1
0,14-00-06.274,1,1
0,14-00-06.284,1,1
0,14-00-06.295,1,1
0,14-00-06.305,1,1
0,14-00-06.314,1,1
0,14-00-06.324,1,1
0,14-00-06.334,1,1
0,14-00-06.344,1,1
0,14-00-06.354,1,1
0,14-00-06.363,1,1
0,14-00-06.374,1,1
0,14-00-06.383,1,1
0,14-00-06.393,1,1
0,14-00-06.403,1,1
0,14-00-06.412,1,1
0,14-00-06.421,1,1
0,14-00-06.431,1,1
0,14-00-06.441,1,1
0,14-00-06.450,1,1
0,14-00-06.461,1,1
0,14-00-06.471,1,1
0,14-00-06.480,1,1
0,14-00-06.491,1,1
0,14-00-06.500,1,1
0,14-00-06.510,1,1
0,14-00-06.520,1,1
0,14-00-06.529,1,1
0,14-00-06.539,1,1
0,14-00-06.549,1,1
0,14-00-06.559,1,1
0,14-00-06.572,1,1
0,14-00-06.581,1,1
0,14-00-06.591,1,1
0,14-00-06.600,1,1
0,14-00-06.610,1,1
0,14-00-06.620,1,1
0,14-00-06.629,1,1
0,14-00-06.639,1,1
0,14-00-06.648,1,1
0,14-00-06.658,1,1
0,14-00-06.667,1,1
0,14-00-06.678,1,1
0,14-00-06.688,1,1
0,14-00-06.697,1,1
0,14-00-06.707,1,1
0,14-00-06.716,1,1
0,14-00-06.726,1,1
0,14-00-06.734,1,1
0,14-00-06.745,1,1
0,14-00-06.755,1,1
0,14-00-06.764,1,1
0,14-00-06.774,1,1
0,14-00-06.783,1,1
0,14-00-06.793,1,1
0,14-00-06.803,1,1
0,14-00-06.812,1,1
0,14-00-06.822,1,1
0,14-00-06.832,1,1
0,14-00-06.841,1,1
0,14-00-06.851,1,1
0,14-00-06.865,1,1
0,14-00-06.875,1,1
0,14-00-06.884,1,1
0,14-00-06.894,1,1
0,14-00-06.905,1,1
0,14-00-06.914,1,1
0,14-00-06.924,1,1
0,14-00-06.933,1,1
0,14-00-06.943,1,1
0,14-00-06.952,1,1
0,14-00-06.962,1,1
0,14-00-06.972,1,1
0,14-00-06.981,1,1
0,14-00-06.991,1,1
0,14-00-07.000,1,1
0,14-00-07.009,1,1
0,14-00-07.018,1,1
0,14-00-07.028,1,1
0,14-00-07.038,1,1
0,14-00-07.048,1,1
0,14-00-07.058,1,1
0,14-00-07.068,1,1
