GtecTime,UnityTime,LeftEyeOpenness,RightEyeOpenness
0,13-58-37.345,1,1
0,13-58-37.356,1,1
0,13-58-37.368,1,1
0,13-58-37.380,1,1
0,13-58-37.391,1,1
0,13-58-37.403,1,1
0,13-58-37.414,1,1
0,13-58-37.426,1,1
0,13-58-37.437,1,1
0,13-58-37.447,1,1
0,13-58-37.458,1,1
0,13-58-37.470,1,1
0,13-58-37.481,1,1
0,13-58-37.493,1,1
0,13-58-37.506,1,1
0,13-58-37.520,1,1
0,13-58-37.531,1,1
0,13-58-37.543,1,1
0,13-58-37.553,1,1
0,13-58-37.563,1,1
0,13-58-37.573,1,1
0,13-58-37.583,1,1
0,13-58-37.592,1,1
0,13-58-37.602,1,1
0,13-58-37.613,1,1
0,13-58-37.622,1,1
0,13-58-37.632,1,1
0,13-58-37.642,1,1
0,13-58-37.653,1,1
0,13-58-37.666,1,1
0,13-58-37.676,1,1
0,13-58-37.687,1,1
0,13-58-37.696,1,1
0,13-58-37.711,1,1
0,13-58-37.721,1,1
0,13-58-37.731,1,1
0,13-58-37.742,1,1
0,13-58-37.752,1,1
0,13-58-37.762,1,1
0,13-58-37.773,1,1
0,13-58-37.782,1,1
0,13-58-37.792,1,1
0,13-58-37.802,1,1
0,13-58-37.812,1,1
0,13-58-37.822,1,1
0,13-58-37.832,1,1
0,13-58-37.843,1,1
0,13-58-37.853,1,1
0,13-58-37.862,1,1
0,13-58-37.872,1,1
0,13-58-37.881,1,1
0,13-58-37.892,1,1
0,13-58-37.903,1,1
0,13-58-37.913,1,1
0,13-58-37.925,1,1
0,13-58-37.935,1,1
0,13-58-37.945,1,1
0,13-58-37.955,1,1
0,13-58-37.966,1,1
0,13-58-37.976,1,1
0,13-58-37.987,1,1
0,13-58-37.996,1,1
0,13-58-38.007,1,1
0,13-58-38.016,1,1
0,13-58-38.026,1,1
0,13-58-38.037,1,1
0,13-58-38.046,1,1
0,13-58-38.056,1,1
0,13-58-38.066,1,1
0,13-58-38.075,1,1
0,13-58-38.086,1,1
0,13-58-38.095,1,1
0,13-58-38.105,1,1
0,13-58-38.114,1,1
