GtecTime,UnityTime,LeftEyeOpenness,RightEyeOpenness
0,13-58-28.087,1,1
0,13-58-33.114,1,1
0,13-58-33.127,1,1
0,13-58-33.135,1,1
0,13-58-33.145,1,1
0,13-58-33.155,1,1
0,13-58-33.165,1,1
0,13-58-33.174,1,1
0,13-58-33.184,1,1
0,13-58-33.207,1,1
0,13-58-33.220,1,1
0,13-58-33.230,1,1
0,13-58-33.240,1,1
0,13-58-33.249,1,1
0,13-58-33.260,1,1
0,13-58-33.270,1,1
0,13-58-33.278,1,1
0,13-58-33.288,1,1
0,13-58-33.297,1,1
0,13-58-33.307,1,1
0,13-58-33.316,1,1
0,13-58-33.327,1,1
0,13-58-33.336,1,1
0,13-58-33.346,1,1
0,13-58-33.355,1,1
0,13-58-33.365,1,1
0,13-58-33.375,1,1
0,13-58-33.386,1,1
0,13-58-33.395,1,1
0,13-58-33.405,1,1
0,13-58-33.414,1,1
0,13-58-33.425,1,1
0,13-58-33.434,1,1
0,13-58-33.444,1,1
0,13-58-33.454,1,1
0,13-58-33.463,1,1
0,13-58-33.473,1,1
0,13-58-33.482,1,1
0,13-58-33.493,1,1
0,13-58-33.503,1,1
0,13-58-33.512,1,1
0,13-58-33.522,1,1
0,13-58-33.531,1,1
0,13-58-33.541,1,1
0,13-58-33.551,1,1
0,13-58-33.560,1,1
0,13-58-33.570,1,1
0,13-58-33.579,1,1
0,13-58-33.589,1,1
0,13-58-33.599,1,1
0,13-58-33.610,1,1
0,13-58-33.620,1,1
0,13-58-33.629,1,1
0,13-58-33.638,1,1
0,13-58-33.647,1,1
0,13-58-33.657,1,1
0,13-58-33.666,1,1
0,13-58-33.676,1,1
0,13-58-33.686,1,1
0,13-58-33.696,1,1
0,13-58-33.706,1,1
0,13-58-33.714,1,1
0,13-58-33.725,1,1
0,13-58-33.734,1,1
0,13-58-33.744,1,1
0,13-58-33.754,1,1
0,13-58-33.764,1,1
0,13-58-33.775,1,1
0,13-58-33.785,1,1
0,13-58-33.794,1,1
0,13-58-33.804,1,1
0,13-58-33.813,1,1
0,13-58-33.824,1,1
0,13-58-33.833,1,1
0,13-58-33.844,1,1
0,13-58-33.854,1,1
0,13-58-33.864,1,1
0,13-58-33.873,1,1
0,13-58-33.884,1,1
0,13-58-33.893,1,1
0,13-58-33.905,1,1
0,13-58-33.914,1,1
0,13-58-33.924,1,1
0,13-58-33.934,1,1
0,13-58-33.943,1,1
0,13-58-33.953,1,1
0,13-58-33.964,1,1
0,13-58-33.974,1,1
0,13-58-33.985,1,1
0,13-58-33.995,1,1
0,13-58-34.006,1,1
0,13-58-34.014,1,1
0,13-58-34.025,1,1
0,13-58-34.035,1,1
0,13-58-34.045,1,1
0,13-58-34.056,1,1
0,13-58-34.066,1,1
0,13-58-34.077,1,1
0,13-58-34.088,1,1
0,13-58-34.098,1,1
0,13-58-34.109,1,1
0,13-58-34.119,1,1
0,13-58-34.129,1,1
0,13-58-34.138,1,1
0,13-58-34.148,1,1
0,13-58-34.159,1,1
0,13-58-34.168,1,1
0,13-58-34.178,1,1
0,13-58-34.188,1,1
0,13-58-34.198,1,1
0,13-58-34.208,1,1
0,13-58-34.219,1,1
0,13-58-34.229,1,1
0,13-58-34.240,1,1
0,13-58-34.251,1,1
0,13-58-34.261,1,1
0,13-58-34.272,1,1
0,13-58-34.282,1,1
0,13-58-34.292,1,1
0,13-58-34.303,1,1
0,13-58-34.313,1,1
0,13-58-34.323,1,1
0,13-58-34.332,1,1
0,13-58-34.342,1,1
0,13-58-34.352,1,1
0,13-58-34.362,1,1
0,13-58-34.373,1,1
0,13-58-34.382,1,1
0,13-58-34.392,1,1
0,13-58-34.402,1,1
0,13-58-34.412,1,1
0,13-58-34.422,1,1
0,13-58-34.432,1,1
0,13-58-34.442,1,1
0,13-58-34.453,1,1
0,13-58-34.462,1,1
0,13-58-34.472,1,1
0,13-58-34.481,1,1
0,13-58-34.491,1,1
0,13-58-34.506,1,1
0,13-58-34.515,1,1
0,13-58-34.527,1,1
0,13-58-34.537,1,1
0,13-58-34.547,1,1
0,13-58-34.557,1,1
0,13-58-34.567,1,1
0,13-58-34.577,1,1
0,13-58-34.590,1,1
0,13-58-34.599,1,1
0,13-58-34.609,1,1
0,13-58-34.619,1,1
0,13-58-34.629,1,1
0,13-58-34.639,1,1
0,13-58-34.649,1,1
0,13-58-34.660,1,1
0,13-58-34.671,1,1
0,13-58-34.681,1,1
0,13-58-34.691,1,1
0,13-58-34.702,1,1
0,13-58-34.711,1,1
0,13-58-34.721,1,1
0,13-58-34.731,1,1
0,13-58-34.742,1,1
0,13-58-34.752,1,1
0,13-58-34.762,1,1
0,13-58-34.771,1,1
0,13-58-34.781,1,1
0,13-58-34.791,1,1
0,13-58-34.800,1,1
0,13-58-34.810,1,1
0,13-58-34.821,1,1
0,13-58-34.830,1,1
0,13-58-34.840,1,1
0,13-58-34.850,1,1
0,13-58-34.860,1,1
0,13-58-34.870,1,1
0,13-58-34.881,1,1
0,13-58-34.891,1,1
0,13-58-34.902,1,1
0,13-58-34.912,1,1
0,13-58-34.923,1,1
0,13-58-34.933,1,1
0,13-58-34.944,1,1
0,13-58-34.954,1,1
0,13-58-34.965,1,1
0,13-58-34.976,1,1
0,13-58-34.986,1,1
0,13-58-34.997,1,1
0,13-58-35.008,1,1
0,13-58-35.019,1,1
0,13-58-35.029,1,1
0,13-58-35.040,1,1
0,13-58-35.050,1,1
0,13-58-35.061,1,1
0,13-58-35.072,1,1
0,13-58-35.083,1,1
0,13-58-35.093,1,1
0,13-58-35.105,1,1
0,13-58-35.115,1,1
0,13-58-35.127,1,1
0,13-58-35.139,1,1
0,13-58-35.149,1,1
0,13-58-35.162,1,1
0,13-58-35.176,1,1
0,13-58-35.200,1,1
0,13-58-35.212,1,1
0,13-58-35.224,1,1
0,13-58-35.238,1,1
0,13-58-35.251,1,1
0,13-58-35.262,1,1
0,13-58-35.274,1,1
0,13-58-35.285,1,1
0,13-58-35.297,1,1
0,13-58-35.308,1,1
0,13-58-35.320,1,1
0,13-58-35.332,1,1
0,13-58-35.344,1,1
0,13-58-35.356,1,1
0,13-58-35.368,1,1
0,13-58-35.379,1,1
0,13-58-35.390,1,1
0,13-58-35.402,1,1
0,13-58-35.412,1,1
0,13-58-35.423,1,1
0,13-58-35.434,1,1
0,13-58-35.444,1,1
0,13-58-35.455,1,1
0,13-58-35.465,1,1
0,13-58-35.478,1,1
0,13-58-35.490,1,1
0,13-58-35.502,1,1
0,13-58-35.512,1,1
0,13-58-35.523,1,1
0,13-58-35.534,1,1
0,13-58-35.545,1,1
0,13-58-35.556,1,1
0,13-58-35.569,1,1
0,13-58-35.580,1,1
0,13-58-35.592,1,1
0,13-58-35.604,1,1
0,13-58-35.616,1,1
0,13-58-35.628,1,1
0,13-58-35.640,1,1
0,13-58-35.652,1,1
0,13-58-35.664,1,1
0,13-58-35.676,1,1
0,13-58-35.687,1,1
0,13-58-35.698,1,1
0,13-58-35.710,1,1
0,13-58-35.724,1,1
0,13-58-35.736,1,1
0,13-58-35.748,1,1
0,13-58-35.759,1,1
0,13-58-35.771,1,1
0,13-58-35.784,1,1
0,13-58-35.796,1,1
0,13-58-35.808,1,1
0,13-58-35.822,1,1
0,13-58-35.835,1,1
0,13-58-35.846,1,1
0,13-58-35.858,1,1
0,13-58-35.871,1,1
0,13-58-35.882,1,1
0,13-58-35.894,1,1
0,13-58-35.907,1,1
0,13-58-35.919,1,1
0,13-58-35.930,1,1
0,13-58-35.943,1,1
0,13-58-35.961,1,1
0,13-58-35.974,1,1
0,13-58-35.985,1,1
0,13-58-35.997,1,1
0,13-58-36.009,1,1
0,13-58-36.022,1,1
0,13-58-36.032,1,1
0,13-58-36.044,1,1
0,13-58-36.056,1,1
0,13-58-36.067,1,1
0,13-58-36.078,1,1
0,13-58-36.089,1,1
0,13-58-36.100,1,1
0,13-58-36.111,1,1
0,13-58-36.123,1,1
0,13-58-36.135,1,1
0,13-58-36.152,1,1
0,13-58-36.162,1,1
0,13-58-36.174,1,1
0,13-58-36.184,1,1
0,13-58-36.194,1,1
0,13-58-36.205,1,1
0,13-58-36.216,1,1
0,13-58-36.227,1,1
0,13-58-36.240,1,1
0,13-58-36.250,1,1
0,13-58-36.262,1,1
0,13-58-36.273,1,1
0,13-58-36.284,1,1
0,13-58-36.294,1,1
0,13-58-36.306,1,1
0,13-58-36.317,1,1
0,13-58-36.328,1,1
0,13-58-36.340,1,1
0,13-58-36.350,1,1
0,13-58-36.361,1,1
0,13-58-36.373,1,1
0,13-58-36.384,1,1
0,13-58-36.395,1,1
0,13-58-36.406,1,1
0,13-58-36.416,1,1
0,13-58-36.429,1,1
0,13-58-36.441,1,1
0,13-58-36.451,1,1
0,13-58-36.462,1,1
0,13-58-36.473,1,1
0,13-58-36.483,1,1
0,13-58-36.495,1,1
0,13-58-36.507,1,1
0,13-58-36.519,1,1
0,13-58-36.529,1,1
0,13-58-36.540,1,1
0,13-58-36.550,1,1
0,13-58-36.561,1,1
0,13-58-36.571,1,1
0,13-58-36.582,1,1
0,13-58-36.597,1,1
0,13-58-36.607,1,1
0,13-58-36.617,1,1
0,13-58-36.629,1,1
0,13-58-36.640,1,1
0,13-58-36.649,1,1
0,13-58-36.660,1,1
0,13-58-36.670,1,1
0,13-58-36.680,1,1
0,13-58-36.691,1,1
0,13-58-36.702,1,1
0,13-58-36.712,1,1
0,13-58-36.723,1,1
0,13-58-36.734,1,1
0,13-58-36.745,1,1
0,13-58-36.757,1,1
0,13-58-36.770,1,1
0,13-58-36.781,1,1
0,13-58-36.792,1,1
0,13-58-36.804,1,1
0,13-58-36.815,1,1
0,13-58-36.826,1,1
0,13-58-36.837,1,1
0,13-58-36.847,1,1
0,13-58-36.858,1,1
0,13-58-36.870,1,1
0,13-58-36.881,1,1
0,13-58-36.890,1,1
0,13-58-36.902,1,1
0,13-58-36.912,1,1
0,13-58-36.923,1,1
0,13-58-36.933,1,1
0,13-58-36.944,1,1
0,13-58-36.954,1,1
0,13-58-36.965,1,1
0,13-58-36.976,1,1
0,13-58-36.988,1,1
0,13-58-36.998,1,1
0,13-58-37.009,1,1
0,13-58-37.021,1,1
0,13-58-37.031,1,1
0,13-58-37.042,1,1
0,13-58-37.053,1,1
0,13-58-37.064,1,1
0,13-58-37.077,1,1
0,13-58-37.088,1,1
0,13-58-37.100,1,1
0,13-58-37.111,1,1
0,13-58-37.138,1,1
0,13-58-37.153,1,1
0,13-58-37.166,1,1
0,13-58-37.177,1,1
0,13-58-37.188,1,1
0,13-58-37.200,1,1
0,13-58-37.211,1,1
0,13-58-37.223,1,1
0,13-58-37.236,1,1
0,13-58-37.248,1,1
0,13-58-37.260,1,1
0,13-58-37.274,1,1
0,13-58-37.287,1,1
0,13-58-37.297,1,1
0,13-58-37.309,1,1
0,13-58-37.320,1,1
0,13-58-37.333,1,1
