GtecTime,UnityTime,LeftEyeOpenness,RightEyeOpenness
0,13-58-47.465,1,1
0,13-58-52.477,1,1
0,13-58-52.491,1,1
0,13-58-52.500,1,1
0,13-58-52.509,1,1
0,13-58-52.518,1,1
0,13-58-52.527,1,1
0,13-58-52.536,1,1
0,13-58-52.546,1,1
0,13-58-52.573,1,1
0,13-58-52.585,1,1
0,13-58-52.594,1,1
0,13-58-52.604,1,1
0,13-58-52.614,1,1
0,13-58-52.623,1,1
0,13-58-52.634,1,1
0,13-58-52.644,1,1
0,13-58-52.653,1,1
0,13-58-52.663,1,1
0,13-58-52.671,1,1
0,13-58-52.681,1,1
0,13-58-52.690,1,1
0,13-58-52.700,1,1
0,13-58-52.709,1,1
0,13-58-52.719,1,1
0,13-58-52.730,1,1
0,13-58-52.740,1,1
0,13-58-52.750,1,1
0,13-58-52.759,1,1
0,13-58-52.768,1,1
0,13-58-52.779,1,1
0,13-58-52.789,1,1
0,13-58-52.799,1,1
0,13-58-52.809,1,1
0,13-58-52.818,1,1
0,13-58-52.828,1,1
0,13-58-52.837,1,1
0,13-58-52.848,1,1
0,13-58-52.858,1,1
0,13-58-52.869,1,1
0,13-58-52.879,1,1
0,13-58-52.888,1,1
0,13-58-52.897,1,1
0,13-58-52.908,1,1
0,13-58-52.917,1,1
0,13-58-52.928,1,1
0,13-58-52.937,1,1
0,13-58-52.947,1,1
0,13-58-52.957,1,1
0,13-58-52.967,1,1
0,13-58-52.976,1,1
0,13-58-52.985,1,1
0,13-58-52.995,1,1
0,13-58-53.004,1,1
0,13-58-53.014,1,1
0,13-58-53.023,1,1
0,13-58-53.033,1,1
0,13-58-53.043,1,1
0,13-58-53.052,1,1
0,13-58-53.061,1,1
0,13-58-53.071,1,1
0,13-58-53.081,1,1
0,13-58-53.090,1,1
0,13-58-53.100,1,1
0,13-58-53.109,1,1
0,13-58-53.119,1,1
0,13-58-53.129,1,1
0,13-58-53.138,1,1
0,13-58-53.148,1,1
0,13-58-53.159,1,1
0,13-58-53.167,1,1
0,13-58-53.178,1,1
0,13-58-53.188,1,1
0,13-58-53.198,1,1
0,13-58-53.208,1,1
0,13-58-53.217,1,1
0,13-58-53.228,1,1
0,13-58-53.237,1,1
0,13-58-53.248,1,1
0,13-58-53.258,1,1
0,13-58-53.268,1,1
0,13-58-53.278,1,1
0,13-58-53.287,1,1
0,13-58-53.298,1,1
0,13-58-53.308,1,1
0,13-58-53.319,1,1
0,13-58-53.329,1,1
0,13-58-53.338,1,1
0,13-58-53.349,1,1
0,13-58-53.360,1,1
0,13-58-53.369,1,1
0,13-58-53.380,1,1
0,13-58-53.390,1,1
0,13-58-53.401,1,1
0,13-58-53.411,1,1
0,13-58-53.421,1,1
0,13-58-53.431,1,1
0,13-58-53.442,1,1
0,13-58-53.452,1,1
0,13-58-53.463,1,1
0,13-58-53.472,1,1
0,13-58-53.483,1,1
0,13-58-53.492,1,1
0,13-58-53.502,1,1
0,13-58-53.512,1,1
0,13-58-53.522,1,1
0,13-58-53.532,1,1
0,13-58-53.542,1,1
0,13-58-53.551,1,1
0,13-58-53.561,1,1
0,13-58-53.570,1,1
0,13-58-53.581,1,1
0,13-58-53.590,1,1
0,13-58-53.600,1,1
0,13-58-53.610,1,1
0,13-58-53.620,1,1
0,13-58-53.629,1,1
0,13-58-53.638,1,1
0,13-58-53.648,1,1
0,13-58-53.658,1,1
0,13-58-53.667,1,1
0,13-58-53.676,1,1
0,13-58-53.686,1,1
0,13-58-53.695,1,1
0,13-58-53.705,1,1
0,13-58-53.714,1,1
0,13-58-53.724,1,1
0,13-58-53.733,1,1
0,13-58-53.743,1,1
0,13-58-53.753,1,1
0,13-58-53.762,1,1
0,13-58-53.772,1,1
0,13-58-53.783,1,1
0,13-58-53.792,1,1
0,13-58-53.802,1,1
0,13-58-53.812,1,1
0,13-58-53.821,1,1
0,13-58-53.831,1,1
0,13-58-53.840,1,1
0,13-58-53.850,1,1
0,13-58-53.859,1,1
0,13-58-53.868,1,1
0,13-58-53.878,1,1
0,13-58-53.888,1,1
0,13-58-53.898,1,1
0,13-58-53.907,1,1
0,13-58-53.916,1,1
0,13-58-53.926,1,1
0,13-58-53.936,1,1
0,13-58-53.946,1,1
0,13-58-53.955,1,1
0,13-58-53.965,1,1
0,13-58-53.975,1,1
0,13-58-53.984,1,1
0,13-58-53.994,1,1
0,13-58-54.004,1,1
0,13-58-54.013,1,1
0,13-58-54.023,1,1
0,13-58-54.033,1,1
0,13-58-54.043,1,1
0,13-58-54.052,1,1
0,13-58-54.066,1,1
0,13-58-54.076,1,1
0,13-58-54.085,1,1
0,13-58-54.095,1,1
0,13-58-54.104,1,1
0,13-58-54.114,1,1
0,13-58-54.123,1,1
0,13-58-54.133,1,1
0,13-58-54.143,1,1
0,13-58-54.153,1,1
0,13-58-54.163,1,1
0,13-58-54.172,1,1
0,13-58-54.182,1,1
0,13-58-54.192,1,1
0,13-58-54.201,1,1
0,13-58-54.211,1,1
0,13-58-54.220,1,1
0,13-58-54.229,1,1
0,13-58-54.239,1,1
0,13-58-54.249,1,1
0,13-58-54.259,1,1
0,13-58-54.268,1,1
0,13-58-54.279,1,1
0,13-58-54.288,1,1
0,13-58-54.298,1,1
0,13-58-54.308,1,1
0,13-58-54.318,1,1
0,13-58-54.328,1,1
0,13-58-54.337,1,1
0,13-58-54.346,1,1
0,13-58-54.355,1,1
0,13-58-54.366,1,1
0,13-58-54.377,1,1
0,13-58-54.386,1,1
0,13-58-54.396,1,1
0,13-58-54.406,1,1
0,13-58-54.416,1,1
0,13-58-54.426,1,1
0,13-58-54.436,1,1
0,13-58-54.446,1,1
0,13-58-54.455,1,1
0,13-58-54.466,1,1
0,13-58-54.477,1,1
