GtecTime,UnityTime,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection,LeftEyeWide,RightEyeWide,LeftEyeSqeeze,RightEyeSqeeze,LeftEyeFrown,RightEyeFrown,FocusStatus,RayOriginal,RayDirection,Collider,Distance,Normal,Point,Transform.position,Transform.rotation,Camera.position,Camera.rotation
0,2236613,3,31,31,0,1,1,0,4.257843,4.304443,"(0.0, 0.0)","(0.4, 0.6)","(0.4, 0.6)","(4.6, -1.8, -23.6)","(38.0, -1.9, -26.1)","(-27.6, -1.7, -21.2)","(-0.1, 0.1, 1.0)","(-0.1, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.4737704,0.4737704,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.2, 2.6, 4.0)","(0.0, -1.0, 0.1, 0.2)"
0,2241674,3,31,31,0,1,1,0,4.398987,4.57962,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(7.1, -1.9, -24.0)","(38.6, -2.0, -26.6)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3193341,0.3193341,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),17.03128,"(-0.1, -0.5, -0.9)","(-0.2, 0.8, 8.2)","(0.0, 0.0, 10.0)","(0.0, 1.0, 0.0, 0.0)","(0.0, 6.0, -8.0)","(0.2, 0.0, 0.0, 1.0)"
0,2241695,3,31,31,0,1,1,0,4.39859,4.581741,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(6.6, -1.9, -24.0)","(38.6, -2.0, -26.6)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3181054,0.3181054,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.98119,"(-0.1, -0.5, -0.9)","(-0.2, 0.8, 8.2)","(0.0, 0.0, 10.0)","(0.0, 1.0, 0.0, 0.0)","(0.0, 6.0, -8.0)","(0.2, 0.0, 0.0, 1.0)"
0,2241713,3,31,31,0,1,1,0,4.398819,4.586823,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(6.1, -1.9, -23.9)","(38.6, -2.0, -26.6)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3048504,0.3048504,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.94155,"(-0.1, -0.4, -0.9)","(-0.2, 0.8, 8.3)","(0.0, 0.0, 10.0)","(0.0, 1.0, 0.0, 0.0)","(0.0, 6.0, -7.9)","(0.2, 0.0, 0.0, 1.0)"
0,2241732,3,31,31,0,1,1,0,4.409485,4.594559,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(5.3, -1.9, -23.8)","(38.6, -2.0, -26.6)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3071516,0.3071516,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.87912,"(-0.1, -0.4, -0.9)","(-0.2, 0.9, 8.3)","(0.0, 0.0, 10.1)","(0.0, 1.0, 0.0, 0.0)","(0.0, 6.0, -7.7)","(0.2, 0.0, 0.0, 1.0)"
0,2241752,3,31,31,0,1,1,0,4.421021,4.598587,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(4.1, -1.9, -23.7)","(38.6, -2.0, -26.5)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3283564,0.3283564,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.81882,"(-0.1, -0.4, -0.9)","(-0.2, 0.9, 8.5)","(0.0, 0.0, 10.3)","(0.0, 1.0, 0.0, 0.0)","(0.0, 6.0, -7.6)","(0.2, 0.0, 0.0, 1.0)"
0,2241773,3,31,31,0,1,1,0,4.440262,4.602921,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(2.9, -1.9, -23.6)","(38.6, -2.0, -26.5)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3206013,0.3206013,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Player (UnityEngine.CharacterController),9.681494,"(-0.3, 1.0, -0.1)","(-0.1, 3.1, 1.8)","(0.0, 0.0, 2.4)","(0.0, 0.0, 0.0, 1.0)","(0.0, 6.0, -7.4)","(0.2, 0.0, 0.0, 1.0)"
0,2241792,3,31,31,0,1,1,0,4.456619,4.606125,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(3.1, -1.9, -23.6)","(38.6, -2.0, -26.5)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3313245,0.3313245,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Player (UnityEngine.CharacterController),9.829118,"(-0.3, 0.9, -0.4)","(-0.1, 3.0, 2.2)","(0.0, 0.0, 2.8)","(0.0, 0.0, 0.0, 1.0)","(0.0, 6.0, -7.2)","(0.2, 0.0, 0.0, 1.0)"
0,2241812,3,31,31,0,1,1,0,4.457153,4.609894,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(4.4, -1.9, -23.7)","(38.6, -2.0, -26.5)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3283077,0.3283077,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Player (UnityEngine.CharacterController),9.976522,"(-0.3, 0.7, -0.6)","(-0.1, 3.0, 2.6)","(0.0, 0.0, 3.3)","(0.0, 0.0, 0.0, 1.0)","(0.0, 6.0, -6.9)","(0.2, 0.0, 0.0, 1.0)"
0,2241831,3,31,31,0,1,1,0,4.45607,4.612656,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(5.6, -1.9, -23.8)","(38.6, -2.0, -26.5)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3134754,0.3134754,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Player (UnityEngine.CharacterController),10.14769,"(-0.3, 0.5, -0.8)","(-0.1, 2.9, 3.0)","(0.0, 0.0, 3.8)","(0.0, 0.0, 0.0, 1.0)","(0.0, 6.0, -6.6)","(0.2, 0.0, 0.0, 1.0)"
0,2241851,3,31,31,0,1,1,0,4.481308,4.635925,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(5.5, -1.9, -23.8)","(38.6, -2.0, -26.5)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.309165,0.309165,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Player (UnityEngine.CharacterController),10.30321,"(-0.4, 0.4, -0.9)","(-0.1, 2.9, 3.5)","(0.0, 0.0, 4.2)","(0.0, 0.0, 0.0, 1.0)","(0.0, 6.0, -6.4)","(0.2, 0.0, 0.0, 1.0)"
0,2241870,3,31,31,0,1,1,0,4.507858,4.638092,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(5.5, -1.9, -23.8)","(38.6, -2.0, -26.5)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3053376,0.3053376,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Player (UnityEngine.CharacterController),10.46911,"(-0.4, 0.2, -0.9)","(-0.1, 2.8, 3.9)","(0.0, 0.0, 4.7)","(0.0, 0.0, 0.0, 1.0)","(0.0, 6.0, -6.1)","(0.2, 0.0, 0.0, 1.0)"
0,2241892,3,31,31,0,1,1,0,4.511047,4.64267,"(0.0, 0.0)","(0.3, 0.6)","(0.3, 0.6)","(6.5, -1.9, -23.9)","(38.6, -2.0, -26.5)","(-27.0, -1.8, -21.2)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)","(0.0, 0.1, 1.0)",0.3007689,0.3007689,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, 0.1, 1.0)",Player (UnityEngine.CharacterController),10.59975,"(-0.4, 0.1, -0.9)","(-0.1, 2.8, 4.4)","(0.0, 0.0, 5.2)","(0.0, 0.0, 0.0, 1.0)","(0.0, 6.0, -5.7)","(0.2, 0.0, 0.0, 1.0)"
